School,Type,Street Address,Zip Code,option_alt,latitude,longitude,geocode
Olympic Hills,elementary school,13018 20th Ave NE,98125,N/A,-122.3072517,47.72406647,"{'address': '13018 20th Ave NE, Seattle, Washington, 98125', 'location': {'x': -122.30725169729956, 'y': 47.7240664715506}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '13018 20th Ave NE, Seattle, Washington, 98125', 'LongLabel': '13018 20th Ave NE, Seattle, WA, 98125, USA', 'ShortLabel': '13018 20th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '13018 20th Ave NE, Seattle, Washington, 98125', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '13018', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '20th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '13018 20th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Olympic Hills', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98125', 'PostalExt': '4122', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.30725169729956, 'Y': 47.7240664715506, 'DisplayX': -122.3068725, 'DisplayY': 47.724057000000016, 'Xmin': -122.3078725, 'Xmax': -122.30587249999999, 'Ymin': 47.72305700000002, 'Ymax': 47.725057000000014, 'ExInfo': ''}, 'extent': {'xmin': -122.3078725, 'ymin': 47.72305700000002, 'xmax': -122.30587249999999, 'ymax': 47.725057000000014}}"
Olympic View,elementary school,504 NE 95th St ,98115,N/A,-122.321283,47.6977065,"{'address': '504 NE 95th St, Seattle, Washington, 98115', 'location': {'x': -122.32128302983439, 'y': 47.697706504904744}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '504 NE 95th St, Seattle, Washington, 98115', 'LongLabel': '504 NE 95th St, Seattle, WA, 98115, USA', 'ShortLabel': '504 NE 95th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '504 NE 95th St, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '504', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'NE', 'StPreType': '', 'StName': '95th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '504 NE 95th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Pinehurst', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '2128', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32128302983439, 'Y': 47.697706504904744, 'DisplayX': -122.3212635, 'DisplayY': 47.69820899999999, 'Xmin': -122.3232635, 'Xmax': -122.3192635, 'Ymin': 47.69620899999999, 'Ymax': 47.700208999999994, 'ExInfo': ''}, 'extent': {'xmin': -122.3232635, 'ymin': 47.69620899999999, 'xmax': -122.3192635, 'ymax': 47.700208999999994}}"
Queen Anne,elementary school,520 NE Ravenna Blvd,98155,option,-122.3228766,47.67701906,"{'address': '520 NE Ravenna Blvd, Seattle, Washington, 98115', 'location': {'x': -122.32287659308119, 'y': 47.677019059408984}, 'score': 98.33, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 98.33, 'Match_addr': '520 NE Ravenna Blvd, Seattle, Washington, 98115', 'LongLabel': '520 NE Ravenna Blvd, Seattle, WA, 98115, USA', 'ShortLabel': '520 NE Ravenna Blvd', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '520 NE Ravenna Blvd, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '520', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'NE', 'StPreType': '', 'StName': 'Ravenna', 'StType': 'Blvd', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '520 NE Ravenna Blvd', 'Block': '', 'Sector': '', 'Nbrhd': 'Green Lake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '6460', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32287659308119, 'Y': 47.677019059408984, 'DisplayX': -122.32250099999999, 'DisplayY': 47.677167, 'Xmin': -122.323501, 'Xmax': -122.32150099999998, 'Ymin': 47.676167, 'Ymax': 47.678166999999995, 'ExInfo': '98155'}, 'extent': {'xmin': -122.323501, 'ymin': 47.676167, 'xmax': -122.32150099999998, 'ymax': 47.678166999999995}}"
Rainier View,elementary school,11650 Beacon Ave S ,98178,N/A,-122.2643093,47.49873983,"{'address': '11650 Beacon Ave S, Seattle, Washington, 98178', 'location': {'x': -122.26430927183641, 'y': 47.49873982954957}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '11650 Beacon Ave S, Seattle, Washington, 98178', 'LongLabel': '11650 Beacon Ave S, Seattle, WA, 98178, USA', 'ShortLabel': '11650 Beacon Ave S', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '11650 Beacon Ave S, Seattle, Washington, 98178', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '11650', 'AddNumFrom': '11658', 'AddNumTo': '11650', 'AddRange': '11650-11658', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': 'Beacon', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '11650 Beacon Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'Rainier View', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98178', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.26430927183641, 'Y': 47.49873982954957, 'DisplayX': -122.26430927183641, 'DisplayY': 47.49873982954957, 'Xmin': -122.26530927183641, 'Xmax': -122.2633092718364, 'Ymin': 47.49773982954957, 'Ymax': 47.49973982954957, 'ExInfo': ''}, 'extent': {'xmin': -122.26530927183641, 'ymin': 47.49773982954957, 'xmax': -122.2633092718364, 'ymax': 47.49973982954957}}"
John Rogers,elementary school,4030 NE 109th St ,98125,N/A,-122.2838224,47.70740651,"{'address': '4030 NE 109th St, Seattle, Washington, 98125', 'location': {'x': -122.28382243054944, 'y': 47.7074065100989}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4030 NE 109th St, Seattle, Washington, 98125', 'LongLabel': '4030 NE 109th St, Seattle, WA, 98125, USA', 'ShortLabel': '4030 NE 109th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4030 NE 109th St, Seattle, Washington, 98125', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4030', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'NE', 'StPreType': '', 'StName': '109th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4030 NE 109th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Matthews Beach', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98125', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28382243054944, 'Y': 47.7074065100989, 'DisplayX': -122.284611, 'DisplayY': 47.707074000000006, 'Xmin': -122.285611, 'Xmax': -122.283611, 'Ymin': 47.70607400000001, 'Ymax': 47.708074, 'ExInfo': ''}, 'extent': {'xmin': -122.285611, 'ymin': 47.70607400000001, 'xmax': -122.283611, 'ymax': 47.708074}}"
Roxhill ,elementary school,7740 34th Ave SW,98126,N/A,-122.3752433,47.53284241,"{'address': '7740 34th Ave SW, Seattle, Washington, 98126', 'location': {'x': -122.37524331776233, 'y': 47.53284241326679}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7740 34th Ave SW, Seattle, Washington, 98126', 'LongLabel': '7740 34th Ave SW, Seattle, WA, 98126, USA', 'ShortLabel': '7740 34th Ave SW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7740 34th Ave SW, Seattle, Washington, 98126', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7740', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '34th', 'StType': 'Ave', 'StDir': 'SW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7740 34th Ave SW', 'Block': '', 'Sector': '', 'Nbrhd': 'Roxhill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98126', 'PostalExt': '3503', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.37524331776233, 'Y': 47.53284241326679, 'DisplayX': -122.374944, 'DisplayY': 47.532843000000014, 'Xmin': -122.375944, 'Xmax': -122.373944, 'Ymin': 47.531843000000016, 'Ymax': 47.53384300000001, 'ExInfo': ''}, 'extent': {'xmin': -122.375944, 'ymin': 47.531843000000016, 'xmax': -122.373944, 'ymax': 47.53384300000001}}"
Sacajawea,elementary school,9501 20th Ave NE ,98115,N/A,-122.3069128,47.69844191,"{'address': '9501 20th Ave NE, Seattle, Washington, 98115', 'location': {'x': -122.3069127744239, 'y': 47.698441910352585}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '9501 20th Ave NE, Seattle, Washington, 98115', 'LongLabel': '9501 20th Ave NE, Seattle, WA, 98115, USA', 'ShortLabel': '9501 20th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '9501 20th Ave NE, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '9501', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '20th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '9501 20th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Maple Leaf', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '2330', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.3069127744239, 'Y': 47.698441910352585, 'DisplayX': -122.307642, 'DisplayY': 47.698443, 'Xmin': -122.308642, 'Xmax': -122.306642, 'Ymin': 47.697443, 'Ymax': 47.699442999999995, 'ExInfo': ''}, 'extent': {'xmin': -122.308642, 'ymin': 47.697443, 'xmax': -122.306642, 'ymax': 47.699442999999995}}"
Sand Point,elementary school,6208 60th Ave NE ,98115,N/A,-122.2634953,47.67375353,"{'address': '6208 60th Ave NE, Seattle, Washington, 98115', 'location': {'x': -122.26349527555001, 'y': 47.673753528160965}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '6208 60th Ave NE, Seattle, Washington, 98115', 'LongLabel': '6208 60th Ave NE, Seattle, WA, 98115, USA', 'ShortLabel': '6208 60th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '6208 60th Ave NE, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '6208', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '60th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '6208 60th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Windermere', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '7944', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.26349527555001, 'Y': 47.673753528160965, 'DisplayX': -122.26293, 'DisplayY': 47.673648000000014, 'Xmin': -122.26492999999999, 'Xmax': -122.26093, 'Ymin': 47.67164800000001, 'Ymax': 47.67564800000002, 'ExInfo': ''}, 'extent': {'xmin': -122.26492999999999, 'ymin': 47.67164800000001, 'xmax': -122.26093, 'ymax': 47.67564800000002}}"
Sanislo,elementary school,1812 SW Myrtle St ,98106,N/A,-122.358702,47.53913949,"{'address': '1812 SW Myrtle St, Seattle, Washington, 98106', 'location': {'x': -122.35870197584977, 'y': 47.53913948658289}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1812 SW Myrtle St, Seattle, Washington, 98106', 'LongLabel': '1812 SW Myrtle St, Seattle, WA, 98106, USA', 'ShortLabel': '1812 SW Myrtle St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1812 SW Myrtle St, Seattle, Washington, 98106', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1812', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'SW', 'StPreType': '', 'StName': 'Myrtle', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1812 SW Myrtle St', 'Block': '', 'Sector': '', 'Nbrhd': 'Riverview', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98106', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.35870197584977, 'Y': 47.53913948658289, 'DisplayX': -122.358663, 'DisplayY': 47.539602, 'Xmin': -122.35966300000001, 'Xmax': -122.357663, 'Ymin': 47.538602000000004, 'Ymax': 47.540602, 'ExInfo': ''}, 'extent': {'xmin': -122.35966300000001, 'ymin': 47.538602000000004, 'xmax': -122.357663, 'ymax': 47.540602}}"
John Stanford,elementary school,4057 5th Ave NEÌ_,98105,option,-122.3234943,47.65751078,"{'address': '4057 5th Ave NE, Seattle, Washington, 98105', 'location': {'x': -122.32349425942026, 'y': 47.65751077990652}, 'score': 93.86, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 93.86, 'Match_addr': '4057 5th Ave NE, Seattle, Washington, 98105', 'LongLabel': '4057 5th Ave NE, Seattle, WA, 98105, USA', 'ShortLabel': '4057 5th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4057 5th Ave NE, Seattle, Washington, 98105', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4057', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '5th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4057 5th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Wallingford', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98105', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32349425942026, 'Y': 47.65751077990652, 'DisplayX': -122.32405349999999, 'DisplayY': 47.657520000000005, 'Xmin': -122.3250535, 'Xmax': -122.32305349999999, 'Ymin': 47.65652000000001, 'Ymax': 47.65852, 'ExInfo': 'NEAE'}, 'extent': {'xmin': -122.3250535, 'ymin': 47.65652000000001, 'xmax': -122.32305349999999, 'ymax': 47.65852}}"
Stevens ,elementary school,1242 18th Ave E ,98112,N/A,-122.3085427,47.63192383,"{'address': '1242 18th Ave E, Seattle, Washington, 98112', 'location': {'x': -122.30854270061778, 'y': 47.631923832361935}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1242 18th Ave E, Seattle, Washington, 98112', 'LongLabel': '1242 18th Ave E, Seattle, WA, 98112, USA', 'ShortLabel': '1242 18th Ave E', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1242 18th Ave E, Seattle, Washington, 98112', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1242', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '18th', 'StType': 'Ave', 'StDir': 'E', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1242 18th Ave E', 'Block': '', 'Sector': '', 'Nbrhd': 'Stevens', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98112', 'PostalExt': '3321', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.30854270061778, 'Y': 47.631923832361935, 'DisplayX': -122.3080335, 'DisplayY': 47.631924, 'Xmin': -122.31003349999999, 'Xmax': -122.3060335, 'Ymin': 47.629923999999995, 'Ymax': 47.633924, 'ExInfo': ''}, 'extent': {'xmin': -122.31003349999999, 'ymin': 47.629923999999995, 'xmax': -122.3060335, 'ymax': 47.633924}}"
Thornton Creek,elementary school,7712 40th Avenue NE ,98115,option,-122.2852527,47.68564553,"{'address': '7712 40th Ave NE, Seattle, Washington, 98115', 'location': {'x': -122.28525271446759, 'y': 47.685645534277796}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7712 40th Ave NE, Seattle, Washington, 98115', 'LongLabel': '7712 40th Ave NE, Seattle, WA, 98115, USA', 'ShortLabel': '7712 40th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7712 40th Ave NE, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7712', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '40th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7712 40th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Wedgwood', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '4900', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28525271446759, 'Y': 47.685645534277796, 'DisplayX': -122.2844535, 'DisplayY': 47.685654, 'Xmin': -122.2864535, 'Xmax': -122.2824535, 'Ymin': 47.683654, 'Ymax': 47.687654, 'ExInfo': ''}, 'extent': {'xmin': -122.2864535, 'ymin': 47.683654, 'xmax': -122.2824535, 'ymax': 47.687654}}"
Van Asselt,elementary school,8311 Beacon Ave S ,98118,N/A,-122.288083,47.52912518,"{'address': '8311 Beacon Ave S, Seattle, Washington, 98118', 'location': {'x': -122.28808300854008, 'y': 47.52912518290152}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '8311 Beacon Ave S, Seattle, Washington, 98118', 'LongLabel': '8311 Beacon Ave S, Seattle, WA, 98118, USA', 'ShortLabel': '8311 Beacon Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '8311 Beacon Ave S, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '8311', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': 'Beacon', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '8311 Beacon Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'South Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '4323', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28808300854008, 'Y': 47.52912518290152, 'DisplayX': -122.2888725, 'DisplayY': 47.52910800000001, 'Xmin': -122.2898725, 'Xmax': -122.28787249999999, 'Ymin': 47.52810800000001, 'Ymax': 47.530108000000006, 'ExInfo': ''}, 'extent': {'xmin': -122.2898725, 'ymin': 47.52810800000001, 'xmax': -122.28787249999999, 'ymax': 47.530108000000006}}"
View Ridge,elementary school,7047 50th Ave NE ,98115,N/A,-122.2743622,47.68066878,"{'address': '7047 50th Ave NE, Seattle, Washington, 98115', 'location': {'x': -122.27436223345141, 'y': 47.680668775463126}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7047 50th Ave NE, Seattle, Washington, 98115', 'LongLabel': '7047 50th Ave NE, Seattle, WA, 98115, USA', 'ShortLabel': '7047 50th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7047 50th Ave NE, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7047', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '50th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7047 50th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'View Ridge', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.27436223345141, 'Y': 47.680668775463126, 'DisplayX': -122.2761915, 'DisplayY': 47.680650000000014, 'Xmin': -122.2771915, 'Xmax': -122.27519149999999, 'Ymin': 47.67965000000002, 'Ymax': 47.68165000000001, 'ExInfo': ''}, 'extent': {'xmin': -122.2771915, 'ymin': 47.67965000000002, 'xmax': -122.27519149999999, 'ymax': 47.68165000000001}}"
Viewlands,elementary school,10525 3rd Ave NW ,98177,N/A,-122.3608408,47.70596683,"{'address': '10525 3rd Ave NW, Seattle, Washington, 98177', 'location': {'x': -122.36084079880528, 'y': 47.70596683236195}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '10525 3rd Ave NW, Seattle, Washington, 98177', 'LongLabel': '10525 3rd Ave NW, Seattle, WA, 98177, USA', 'ShortLabel': '10525 3rd Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '10525 3rd Ave NW, Seattle, Washington, 98177', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '10525', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '3rd', 'StType': 'Ave', 'StDir': 'NW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '10525 3rd Ave NW', 'Block': '', 'Sector': '', 'Nbrhd': 'North Beach/Blue Ridge', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98177', 'PostalExt': '4809', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.36084079880528, 'Y': 47.70596683236195, 'DisplayX': -122.36112, 'DisplayY': 47.705967000000015, 'Xmin': -122.36212, 'Xmax': -122.36012, 'Ymin': 47.70496700000002, 'Ymax': 47.70696700000001, 'ExInfo': ''}, 'extent': {'xmin': -122.36212, 'ymin': 47.70496700000002, 'xmax': -122.36012, 'ymax': 47.70696700000001}}"
